"","G37044","G37029","G36982","G36984","G37030","G36906","G36944","G36902","G37025","G36935","G36905","G36921","G37034","G37039","G37052","G37045","G37049","G36988","G37037","G37005","G37011","G37047","G37032","G36932","G37054","G36948","G36911","G36987","G37042","G37040","G37027","G37024","G37023","G37036","G37026","G37050","G36904","G36993","G36910","G36927","G37048","G37022","G35534","G35381","G35416","G35477","G35514","G35395","G35480","G35409","G35437","G35511","G35448","G35510","G35470","G35403","G35424","G35398","G35442","G35515","G35351","G35532","G35417","G35465","G35350","G35531","G35349","G35523","G35521","G35348","G35423","G35486","G35524","G35394","G35447","G35458","G35397","G35392","G35453","G35352","G35512","G35407","G35455","G35481","G35469","G35513","G35441","G35414","G35533","G35406","G35467","G35522","G35404","G35445","G36173","G36145","G36196","G36219","G36273","G36201","G36165","G36202","G36272","G36285","G36241","G36215","G36195","G36205","G36148","G36213","G36214","G36161","G36212","G36210","G36193","G36270","G36233","G36287","G36200","G36185","G36204","G36194","G36244","G36197","G36317","G36234","G36206","G36257","G36208","G36146","G36192","G36142","G36138","G36203","G36290","G36274","G36147","G36235","G36143","G36207","G36286","G36141","G36187","G36288","G36289","G36186","G36140","G36211","G36144","G36242","G36139","G36199","G36191","G36280","G36243","G36279","G36236","G36198","G36189","G36190","G36275","G36188","G36271","G36430","G36510","G36437","G36421","G36513","G36502","G36472","G36494","G36432","G36493","G36515","G36484","G36485","G36475","G36460","G36456","G36435","G36497","G36521","G36451","G36540","G36433","G36528","G36491","G36429","G36471","G36537","G36542","G36529","G36408","G36523","G36509","G36495","G36506","G36467","G36452","G36420","G36449","G36487","G36536","G36499","G36511","G36527","G36453","G36534","G36462","G36516","G36501","G36505","G36464","G36507","G36476","G36474","G36434","G36535","G36431","G36470","G36436","G36439","G36450","G36473","G36459","G36438","G36522","G36465","G36519","G36461","G36514","G36518","G36496","G36498","G36538","G36457","G36520","G36508","G36490","G36463","G36530","G36488","G36492","G36466","G36525","G36500","G36454","G36486","G36417","G36455","G36517","G36524","G36503","G36423","G36526","G36440","G36541","G36458","G36489","G36512","G36468","G36796","G36824","G36834","G36856","G36797","G36816","G36756","G36799","G36820","G36829","G36766","G36765","G36769","G36764","G36839","G36835","G36762","G36753","G36763","G36854","G36773","G36759","G36819","G36847","G36761","G36760","G36855","G36772","G36771","G36757","G36752","G36837","G36838","G36811","G36823","G35906","G36002","G36029","G36034","G36000","G35996","G36026","G35878","G36020","G36003","G36021","G35892","G35902","G35869","G35876","G36025","G35881","G36037","G35924","G35894","G36001","G35997","G35908","G36028","G35915","G36035","G35874","G35867","G35938","G35923","G36030"
"4365130",1,0,362,781,0,1091,0,0,1,548,367,0,0,112,3,1,0,0,0,0,0,0,0,74,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,445,1,4520,0,0,0,1,136,0,0,0,0,37,0,0,575,0,3,2,0,1731,1,0,0,3,0,0,0,0,1,0,0,2,0,1,0,0,4,111,0,0,1,0,0,0,0,58,942,0,1,0,1,0,1,11380,0,0,6649,1,2,1,0,4882,0,2,0,3212,3350,1373,914,1084,0,0,0,1,0,0,0,0,4,1,0,1,0,3,0,0,0,0,2,0,0,1,0,2,0,0,1,4,0,0,0,0,4,8554,0,0,7,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19,1,1,0,0,0,0,0,0,0,1064,4,0,2,0,0,1,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,73,0,0,0,0,0,0,1532,0,0,0,0,0,0,0,0,0,20,0,6,0,723,1,1,227,0,0,3,0,0,0,15,40,2,0,0,0,1,1,0,0,1,0,0,0,0,0,1,16,14,0,353,0,0,0,7,0,0,0,0,0,0,0,583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"875735",3,0,0,0,0,2,0,3,0,0,0,0,0,0,0,1,4,0,0,0,2,0,2,0,0,2,2,0,20,0,1,0,2,3,0,14,1,0,7,1,0,3,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5,0,5,0,14,6,1,0,3,0,0,1,0,0,0,4,10,0,0,0,0,0,0,4,0,0,1,0,2,1,0,1,4,0,2,0,0,0,0,0,2,0,0,5,0,0,0,0,1,0,2,0,0,1,0,5,0,16,0,0,8,2,0,2,13,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,20,1,0,0,0,2,1,0,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,6,0,0,0,1,0,0,0,0,0,0,4,1,0,0,2,0,18,0,0,0,0,51,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,13,0,0,6,0,7,0,0,0,0,3,0,0,0,41,0,1,0,0,3,0,2
"4326452",0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,6,0,0,4,4,0,0,1,0,1,0,5,0,0,1,30,0,9,25,10,0,0,3,29,0,1,92,6,1,0,1,0,2,13,0,0,0,4,0,0,0,10,0,346,0,9,5,7,2,176,0,3,1,0,0,2,3,0,0,0,2,0,0,4,89,0,0,6,1,0,0,12,0,0,0,0,0,0,3,26,10,76,2,0,0,2,1,0,0,1,1,11,0,3,0,4,2,0,0,40,0,0,0,0,6,3,6,1,89,0,0,0,2,0,46,30,105,1,5,2,0,12,1,12,0,0,0,33,0,0,148,35,0,115,0,24,0,35,0,5,1,1,162,199,106,3,14,0,0,0,0,112,0,0,3,11,0,0,0,38,63,0,3,0,0,0,0,1,49,0,0,3,1,80,0,0,0,116,4,1,11,0,0,18,2,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,88,18,5,5,0,713,0,0,11,0,2,0,2,0,0,1,0,0,54,0,0,0,3,2,0,3,0,0,0,1,797,0,0,0,0,1,6,5,0,0,0,204,0,1,5,125,12,0,0,3,4,0,68,2,0,2,22,0,1,136,110,0,46,0,223,203,4,93,27,0,0,0,24,26,2,0,22,0,0,0,0,1,2,18,3,4,63,15,83,13,0,0,4,299,418,14,0,10,1,116,1
"176507",0,0,3,0,7,0,0,1,0,13,0,9,0,3,14,0,0,0,0,0,0,0,2,1,5,0,1,0,0,28,0,0,0,0,0,0,8,0,0,3,9,0,9,0,0,6,2,0,0,0,8,0,0,0,3,0,0,6,10,0,0,2,0,10,0,0,0,0,0,0,1,0,0,0,0,4,1,0,18,0,8,1,4,0,1,0,0,0,0,4,0,0,0,0,0,0,9,0,11,7,0,2,1,4,0,0,2,7,0,0,0,0,0,0,0,13,0,10,1,0,0,1,4,0,0,0,13,0,0,0,4,1,5,1,0,1,0,0,0,8,8,4,0,0,1,0,2,0,0,1,5,0,0,15,7,0,1,0,0,0,0,17,6,0,0,5,5,0,5,2,1,0,1,0,3,1,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,0,0,0,0,4,0,0,0,0,6,0,8,16,5,0,4,20,0,0,0,3,0,0,0,18,0,2,0,0,0,4,0,0,3,3,0,13,0,0,2,7,0,0,3,6,0,6,0,0,0,4,0,8,6,0,0,2,0,2,3,0,4,0,0,1,2,4,2,0,11,0,1,0,0,4,11,2,0,29,0,4,0,9,20,0,0,0,0,4,0,12,0,0,3,0,2,4,20,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4,0,4,0,0,2,0,0,0,0,0,2,3,2
"187035",1,1,0,8,3,2,4,3,1,9,0,2,12,0,2,6,4,0,1,0,0,0,7,1,5,2,2,0,0,0,2,2,3,0,0,0,3,0,1,3,7,5,11,12,0,9,5,15,1,29,6,0,0,0,1,1,0,6,0,0,15,10,0,5,0,1,0,0,0,0,2,4,0,1,0,1,1,2,3,8,2,6,6,0,5,1,5,0,1,4,1,0,0,0,0,1,0,0,2,0,19,0,0,2,1,0,0,6,7,0,0,0,0,0,5,1,0,0,3,0,0,2,0,0,3,0,1,4,0,0,0,12,13,0,0,0,0,6,7,3,6,4,0,3,8,0,1,7,0,7,0,1,0,2,7,0,20,0,0,0,3,0,0,0,0,8,0,0,7,4,0,0,0,10,0,0,1,12,0,0,0,12,0,0,0,17,0,0,0,13,1,5,1,0,0,0,3,2,0,0,0,0,29,5,0,4,2,17,2,4,5,6,1,0,4,7,0,2,0,4,10,0,0,8,0,6,0,0,0,3,0,54,3,4,0,9,12,0,0,2,4,0,0,9,1,1,0,0,6,9,0,27,8,0,3,3,1,3,4,0,2,0,0,18,13,16,6,15,0,0,4,0,2,5,14,6,3,7,0,2,0,7,13,0,6,0,0,3,5,5,10,0,13,2,4,3,5,0,0,0,2,6,7,0,0,2,0,0,0,0,12,0,0,6,1,13,2,0,5,0,0,0,0,4,8,0,7
"193744",0,2,4,3,0,2,1,4,1,3,0,2,8,0,3,1,4,0,1,0,0,3,3,0,4,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,6,1,8,6,0,6,4,3,2,18,1,0,0,0,2,2,0,3,0,0,18,3,0,4,0,1,0,0,0,0,6,1,0,5,0,0,0,0,4,6,2,3,5,0,3,0,1,0,0,3,0,0,0,0,0,0,3,0,1,0,10,0,0,1,4,0,3,1,7,0,0,0,0,0,4,1,1,0,2,0,2,3,0,2,0,4,1,2,0,5,0,1,9,0,3,0,0,1,1,6,2,1,0,1,7,0,0,3,0,1,0,2,0,1,2,0,9,0,0,0,2,2,0,0,0,7,0,0,0,4,0,0,0,0,0,0,1,7,1,0,2,3,0,0,0,13,0,0,0,2,4,1,3,0,0,0,5,0,0,0,0,0,23,2,0,0,1,5,2,8,2,5,2,0,2,0,0,11,0,7,1,0,0,2,0,1,0,0,1,1,0,24,0,9,0,1,3,0,0,3,2,0,0,6,0,2,0,0,2,11,3,23,2,0,1,4,0,2,1,0,1,0,0,14,8,5,9,8,1,2,3,0,0,7,9,13,7,8,0,1,1,3,9,2,6,0,0,0,3,5,6,0,4,0,2,1,2,0,0,0,0,4,4,0,0,1,0,0,0,0,6,0,4,5,3,0,0,0,2,0,0,0,0,6,6,1,4
"3426658",1,14,0,0,8,9,0,23,15,1,2,17,6,16,23,0,0,0,29,0,0,18,8,0,13,11,8,0,0,7,0,0,1,0,0,0,22,0,11,1,31,0,10,0,0,23,1,16,27,0,0,0,0,0,32,0,18,8,3,0,16,28,0,19,1,0,0,13,13,0,25,9,4,18,0,23,1,15,23,0,19,1,19,0,40,2,0,0,2,0,11,7,0,0,0,0,0,0,2,0,4,0,1,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,27,0,0,1,4,14,0,9,0,0,4,0,1,2,0,0,0,3,0,7,26,0,1,30,0,0,0,5,0,0,0,0,0,16,0,0,4,0,5,0,0,0,7,0,4,0,0,0,0,0,2,3,5,0,17,16,0,3,0,0,13,0,0,0,0,0,73,1,0,0,2,10,0,6,0,0,0,1,0,14,0,1,22,0,0,0,0,0,3,10,0,7,0,2,4,2,1,0,2,46,0,9,5,0,66,0,0,0,5,8,0,0,0,0,0,0,2,0,0,4,0,0,5,12,3,0,0,0,0,0,0,0,0,1,0,0,40,56,0,0,0,0,1,14,0,0,2,0,26,70,2,0,0,16,0,0,0,68,0,0,74,38,0,1,0,35,0,40,0,0,0,72,26,6,12,65,0,1,1,0,45,6,0,1,26,52,32,0,1,0,0,2,17,3,0,0,65,1,2,40
"186416",0,0,0,0,0,0,0,252,2,0,0,0,1,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,193,0,0,0,0,0,2,0,0,0,0,0,0,1,0,137,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277,0,0,0,0,0,0,0,0,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1170,0,0,0,0,0,0,0,0,124,808,0,0,290,0,239,59,226,2389,0,0,0,0,610,0,119,1,0,0,0,0,0,150,5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,43,0,0,0,0,0,0,0,0
"4471251",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,13,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,1,3,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,46,0,0,0,1,17,0,0,0,17,9,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,2,0,0,2,1,0,0,0,0,0,0,7,0,1,0,23,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,0,0,0,0,10,0,23,0,0,0,0,0,1,0,0,0,0,0,1,6,0,0,0,0,16,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
"194672",0,0,66,13,41,0,0,6,0,8,0,34,0,48,17,0,0,0,0,0,0,0,2,0,35,11,47,0,0,26,0,0,0,0,0,0,103,0,0,29,110,0,17,40,0,0,0,0,1,3,0,0,0,0,0,1,0,11,21,0,9,18,0,0,0,1,0,0,0,0,1,1,0,0,0,27,0,0,35,0,7,15,3,0,56,0,0,0,0,63,0,0,0,0,0,0,318,0,1,9,0,3,1,0,0,0,12,61,0,0,0,0,0,0,54,2,2,0,215,0,21,28,5,0,3,1,104,0,2,0,31,0,7,359,0,1,0,0,0,52,0,0,0,2,0,0,20,0,1,1,19,8,0,1,1,6,3,0,1,0,0,26,0,0,0,9,0,0,27,186,0,0,0,1,0,0,0,21,78,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,83,109,0,0,0,0,0,101,0,0,0,0,158,0,59,5,0,0,3,129,0,0,0,0,3,0,0,6,0,11,0,0,0,228,0,0,0,3,0,170,0,0,0,246,0,0,0,13,25,59,0,0,0,10,0,267,40,0,0,15,0,4,10,0,147,4,0,10,8,4,0,0,6,3,3,1,0,126,13,19,2,5,0,0,0,0,13,0,5,0,0,18,0,20,0,0,3,0,6,0,90,0,1,0,13,13,3,0,0,1,0,0,0,0,13,0,4,59,1,20,0,0,1,0,0,0,0,26,20,12,3
"188753",2,3,0,0,14,4,0,6,2,0,0,3,8,12,5,0,0,0,2,0,0,1,5,0,42,0,0,0,0,0,0,1,0,0,0,0,7,0,0,1,10,0,0,0,0,39,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,13,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,3,1,0,7,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,1,4,0,0,0,9,0,3,1,0,0,0,0,0,0,0,11,8,0,0,2,0,1,2,0,0,5,0,0,0,0,0,6,0,9,0,1,4,0,0,0,0,0,18,0,0,0,0,0,0,0,2,0,0,0,0,16,0,0,0,0,0,0,4,0,0,0,0,26,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,4,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34,0,7,0,0,0,7,1,0,6,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20,0,0,43,20,34,0,0,56,0,23,2,13,87,0,0,0,0,8,0,4,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,2,0,6,0,0,73,0,0,0,0,0,0,0,37,0,1,0,0,0,0,0,0
"4466616",5,7,0,0,0,9,0,0,8,0,0,3,0,0,1,17,17,0,29,1,3,6,0,0,0,1,0,0,0,2,1,1,3,1,2,0,0,0,0,0,2,10,5,0,0,0,1,1,0,0,1,0,14,0,1,0,0,0,0,0,0,24,0,0,0,2,0,0,1,0,1,0,1,2,1,9,0,9,4,0,1,1,0,0,2,0,8,0,0,0,0,0,3,0,0,3,3,0,0,4,0,14,0,8,3,2,0,22,2,2,12,0,13,0,0,2,6,0,3,4,9,1,0,0,0,0,1,2,2,4,2,8,1,13,0,0,0,4,2,5,1,0,1,1,1,0,0,1,0,4,0,18,4,0,0,1,4,2,0,0,0,5,2,0,0,0,0,0,0,4,1,0,0,0,1,0,0,2,0,0,0,2,8,0,0,0,6,6,0,0,0,0,0,1,0,6,1,1,2,0,0,0,0,0,0,0,1,0,0,9,1,6,1,10,1,0,0,1,0,1,1,0,0,1,0,1,11,0,0,0,0,0,3,0,0,0,0,1,6,6,0,0,1,1,0,1,0,0,7,6,6,0,4,0,2,0,0,1,4,0,1,2,7,2,0,1,4,4,4,31,3,20,2,2,11,1,5,64,26,14,0,0,3,11,4,33,4,2,0,5,4,8,9,7,0,1,0,1,180,0,22,10,20,146,0,13,0,18,0,0,2,0,0,5,5,96,5,1,26,147,4,0,1,29,3,0,0
"701221",0,0,0,0,0,0,0,6,2,0,0,3,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4,0,1,0,1,0,6,0,0,0,0,0,14,0,0,0,0,0,4,0,8,0,0,4,8,0,0,0,1,2,0,0,0,0,0,0,3,2,3,16,0,0,1,4,9,1,0,10,1,3,0,0,6,1,5,11,0,0,0,6,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,14,2,0,0,0,0,0,8,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,11,2,29,0,0,38,0,14,0,2,52,0,0,0,0,4,0,12,0,0,0,0,0,0,12,0,0,0,1,2,0,0,0,0,0,11,0,0,0,0,0,0,0,1,0,0,10,0,0,0,0,0,0,7,0
"2119418",30,0,1,0,0,21,94,0,0,0,0,1,0,2,3,13,0,0,1,1,0,3,0,0,0,2185,0,0,0,0,1,0,7,1,0,0,0,0,133,0,0,0,0,6,1,15,0,1997,1,0,30,2,0,76,0,36,0,0,118,31,0,0,0,0,475,0,255,30,0,83,1,0,1,92,0,0,8,730,0,125,3,3,0,0,0,0,2,0,9,14,0,0,759,0,71,653,0,63,0,0,8,0,2,3,241,32,0,0,3285,63,1,2,0,0,0,4,0,0,0,594,0,0,13,66,0,0,0,2,87,373,1,275,0,2,0,0,5443,23,1550,3,20,107,1063,0,23,3779,3,0,40,10,1,0,0,0,0,0,5,4312,38,211,8,0,1,1,2502,1,56,15670,2,0,5,0,0,2,58,678,3,1,3,0,0,6100,2,51,2,526,3,2,186,47,5913,1324,23,9973,1728,0,1,0,4,1,0,6356,4408,0,2746,1428,0,3986,0,504,3,0,0,30,19,1,0,21,2,4,0,0,55,34,0,0,4419,32,201,23,6454,4883,55,0,1,0,3029,130,0,1,215,1354,188,0,43,54,0,804,0,15,70,84,1,331,1048,2,4,2,0,7476,0,0,11,0,1,17,0,1,0,10,0,3,1,0,0,1,0,0,1,0,0,6,12,0,0,4,6,1,63,831,4,7,0,46,3,40,0,1,1,0,0,9,5,0,31,103,0,0,73,3,0,0,0,0,0,0,0,0,1,4,1,58,0,4,0,43,4
"73609",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,37,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,1,0,0,0,1,0,103,0,0,0,57,0,0,1,0,1,0,326,0,0,0,835,57,0,0,0,0,0,0,0,0,0,0,0,47,0,0,4,0,0,0,0,0,0,0,0,0,44,0,142,8,7,0,0,8,0,0,0,0,0,0,2,0,0,0,0,0,0,0,410,0,0,3,33,27,0,12,35,10,0,0,0,0,0,26,304,0,0,0,0,0,0,0,0,0,0,0,102,0,0,70,0,0,31,0,0,221,13,0,0,0,0,51,218,123,0,71,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,58,0,0,0,0,15,0,0,0,27,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,29,0,1,0,0,142,239,0,0,0,0,2,0,0,0,15,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,146,2,0,0,0,9,0,0,0,0,0,22,0,3,0,0,19,0,0,0,0,0,0,0,0,0,58,0,129,0,0,0,23,0
"4396235",0,8,0,1,0,0,0,0,3,0,0,0,1,0,0,1,38,0,0,4,0,0,0,1,6,1,0,0,0,1,6,1,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,35,0,2,7,0,0,0,0,0,1,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,24,44,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6,0,0,1,18,0,0,0,0,0,0,0,7,6,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,5,1,1,11,0,0,0,0,0,40,0,0,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,13,0,0,0,0,0,5,0,1,23,11,0,0,0,0,0,0,0,0,1,10,3,5,3,0,0,0,0,52,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0,0,19,4,3,0,0,0,0,0,0,2,0,0,8,0,1,0,3,0,2,0,0,50,0,34,2,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,1,1,0,0,0,2,0,2,0,0
"4479397",0,0,14,8,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,29,0,0,19,0,0,0,1,0,0,0,0,0,10,17,0,13,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,7,0,0,13,16,2,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,44,0,21,3,0,0,0,0,0,29,1,0,0,0,2,0,18,11,0,4,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,18,0,0,4,0,4,0,4,0,0,0,0,0,2,3,14,0,0,0,2,0,2,8,0,0,0,0,1,28,23,1,0,0,0,0,27,40,16,0,0,0,23,2,3,27,0,0,18,21,9,0,4,10,0,0,29,28,0,0,4,9,31,0,0,0,0,5,0,0,0,7,0,0,0,38,1,26,0,0,0,0,0,0,0,3,0,0,0,3,0,16,3,0,0,2,27,0
"4469359",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,49,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,15,1,1,0,2,2,0,0,0,9,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,10,0,2,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4436552",0,0,3,1,0,0,0,0,1,2,12005,0,1,0,67,0,1,0,1,0,1,2,0,2,0,0,1,1,0,1,0,1,2,0,0,0,9760,0,0,0,1,1,0,0,0,6478,1,1,0,0,2,0,0,0,0,0,1,1,0,2,2,1,0,1,1,0,0,0,0,0,1,0,0,0,0,2,0,0,2,0,1,0,25847,0,1,0,0,1,0,0,1,0,143,0,3110,0,3597,1,10537,2861,1,7453,9011,0,3,2,2943,3839,1,1,2,0,0,0,3896,2,13457,6456,1692,358,2063,2971,12439,1,14702,6391,1189,3,4000,1,5779,1,4,4509,1,5769,0,11562,2,2129,12873,2,3099,12570,4565,468,0,1,1,15006,1,2109,2714,12853,11020,5816,1,2,2731,1297,2,4936,12674,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,1,57,18,20,0,3,15,21,4,0,4,3,0,3,6,3,0,54,4,7,11,1,1,1,37,3,4,0,5,4,2,19,16,8,4912,2,0,7097,0,2,0,0,3206,0,1,0,0,0,0,1,1,0,1,3316,2159,1,0,1,1,0,8,1310,8,3
